 6/25/2018,Formulation Production  Deviation Report By Completion Date,,,,,,,,,,,,,,,,,,,,
Number,ScheduleDate,IssueDate,CompletionDate,BatchNo,FormCode,name,Colour,ScheduleMass,Schedule Vol,ScheduledBulkMass,SG,SchedMassCost,ActualSg,ActualMass,Actual Vol,UnitCost,OHMass,StdVolCost,ActVolCost,actualcost,Loss %
36083, 4/20/2016, 7/01/2016, 7/07/2016,BE/210/36083,39-299218,CT-FDE:GREY SILVER RAL7001 @,MTO TINT-GREY SILVER RAL7001,15.157,15,0.307,0.99,24.69541049,0.95,14.25,15,19.71541853,0,24.4485,18.7296,280.94,5.98403378
36193, 5/09/2016, 7/01/2016, 7/07/2016,BE/211/36193,39-530156,CT-FDE:GREEN OLIVE RAL6003 @,MTO TINT-GREEN OLIVE RAL6003,2.729,3,0.749,0.99,27.56058912,0.98,1.96,2,28.78040791,0,27.285,28.2048,56.41,28.17882008
36238, 5/16/2016, 7/01/2016, 7/07/2016,BE/211/36238,39-98957,CT-FDE:YELLOW DAFFODIL RAL1007 @,MTO TINT-YELLOW DAFFODIL RAL1007,23.804,23,-2.196,1.04,28.02660533,1.012,25.3,25,23.47229466,0,29.1477,23.754,593.85,-6.284658041
36325, 5/27/2016, 7/01/2016, 7/07/2016,BE/211/36325,39-98957,CT-FDE:YELLOW DAFFODIL RAL1007 @,MTO TINT-YELLOW DAFFODIL RAL1007,15.869,15,0.269,1.04,28.02660533,0.995,14.925,15,24.7732492,0,29.1477,24.6494,369.74,5.948705022
36418, 6/10/2016, 7/01/2016, 7/07/2016,DE/212/36418,39-299217,CT-FDE:GREY SA BLOCK @,MTO TINT-GREY SA BLOCK,23.955,25,-0.295,0.97,21.64877553,0.949,23.725,25,19.65983444,0,20.9993,18.6572,466.43,0.960133584
36491, 7/04/2016, 7/04/2016, 7/07/2016,213/36491,15-001,DIPPING VARNISH CLEAR LS25 SLOW-SPEED @,CLEAR 13 SEC,865.041,983,-14.959,0.88,15.57913821,0.871,871,1000,14.42232549,0,13.7096,12.5618,12561.8,-0.688869083
36498, 7/04/2016, 7/04/2016, 7/07/2016,213/36498,12-501,REFILL (Z326) FPW15 LB PRIMER 23m 13v WHITE,FTO REFILL-Z326 WHITE 23m 13v,51,50,0,1.02,12.72728998,0.994,49.7,50,13.40576861,0,12.9818,13.3253,666.27,2.549019608
36502, 7/04/2016, 7/04/2016, 7/07/2016,BE/213/36502,39-89843,CT-FDE:BLUE CORNFLOWER F29 SANS-NCS S2050-R90B @,TINT-BLUE CORNFLOWER F29 SANS-NCS S2050-R90B,774,782,-18,0.99,20.26049686,0.956,764.8,800,19.52196653,0,20.0579,18.663,14930.4,1.188630491
36520, 7/06/2016, 7/06/2016, 7/07/2016,213/36520,39-911,VISCO ADJ-FDWE DIP 19S F4C:BLACK,BLACK DIP,903.6,993,-6.4,0.91,17.15046841,0.866,692.8,800,16.67237468,0,15.6069,14.4383,11550.64,23.3289066
36330, 6/01/2016, 7/01/2016, 7/08/2016,213/36330,14-101,REFILL (Z14-101) EPS15 ETCH PRIMER 27m 14v WHITE**,WHITE 27m 14v,24.5,25,0,0.98,14.93560217,0.966,62.79,65,14.92243582,0,14.6369,14.4151,936.98,-156.2857143
36430, 6/14/2016, 7/01/2016, 7/08/2016,AR/213/36430,39-507,DG+CT-FDE DIP:GREEN MOSS RAL6005 IS227+LS25+50-BALLMILL 7 @,TINT GREEN MOSS RAL6005+IS227,1905.993,2094,45.993,0.91,18.25794167,0.892,3211.2,3600,16.14898605,0,16.6147,14.4049,51857.64,-68.47910774
36490, 7/01/2016, 7/04/2016, 7/08/2016,BE/213/36490,39-6522,CT-FDE SPRAY 22S F4C:ORANGE LT B26 SANS-NCS S2070-Y50R @,TINT SPRAY 22S F4C-ORANGE LT B26 SANS-NCS 2070-Y50R,453.78,436,11.78,1.04,23.4602711,0.971,364.125,375,25.31045985,0,24.3987,24.5765,9216.19,19.75737141
36503, 7/05/2016, 7/05/2016, 7/08/2016,BE/213/36503,83-10147,CT-ARMOURCRYL SHEEN:PEACH REEF @,MTO TINT-PEACH REEF,54.9,39,-1.1,1.4,18.90662643,1.226,49.04,40,19.26232463,0,26.4693,23.6156,944.62,10.67395264
36504, 7/05/2016, 7/05/2016, 7/08/2016,DE/213/36504,39-89889,CT-FDE:BLUE DONALDSON @,MTO TINT-BLUE DONALDSON,19.22,20,-0.18,0.97,29.1090911,0.949,18.98,20,20.71201481,0,28.2358,19.6557,393.11,1.248699272
36507, 7/05/2016, 7/05/2016, 7/08/2016,DE/213/36507,39-2990,CT-FDE:GREY DK ADM G12&DK SEA G11 SANS-NCS S6502-B @,TINT-GREY DK ADM G12&DK SEA G11 SANS-NCS S6502-B,644.372,651,0.872,0.99,20.31285811,0.946,709.5,750,11.3451262,0,20.1097,10.7325,8049.38,-10.10720515
36508, 7/05/2016, 7/05/2016, 7/08/2016,DE/213/36508,Z324,INT:CT-FPW15 PRIMER:GREY NEW HD S25 BALLMILL 9 @,FPW15 GREY NEW HD,1682.282,1682,1682.282,1,13.86158093,0.98,1764,1800,13.8279642,0,13.8616,13.5514,24392.52,-4.857568469
36469, 6/28/2016, 7/01/2016, 7/11/2016,213/36469,ZY003,FPPW15 PRIMER RFU LS55 SLUDGE IVORY=HI-SPEED,RFU IVORY,1695.552,1662,12.552,1.02,13.32374806,0.971,1723.525,1775,11.36189292,0,13.5902,11.0324,19582.51,-1.649787208
36492, 7/04/2016, 7/04/2016, 7/11/2016,213/36492,15-001,DIPPING VARNISH CLEAR LS25 SLOW-SPEED @,CLEAR 13 SEC,865.041,983,-14.959,0.88,15.57913821,0.865,865,1000,14.52236474,0,13.7096,12.5618,12561.8,0.00473966
36516, 7/05/2016, 7/05/2016, 7/11/2016,213/36516,Z441,INT:TPE GREEN IG227 BALLMILL 2 @,GREEN IG227,920.118,979,920.118,0.94,20.06429476,0.963,866.7,900,20.56198339,0,18.8604,19.8012,17821.08,5.805559722
36523, 7/06/2016, 7/06/2016, 7/11/2016,213/36523,12-691,MOD-ZPPW20:BLACK MATT HI-SP @,MODIFY-ZPPW20 BLACK MATT,28.7,28,2.7,1.04,17.00341548,0.995,24.875,25,8.202693467,0,17.6836,8.1617,204.04,13.32752613
36526, 7/07/2016, 7/07/2016, 7/11/2016,213/36526,14-901,REFILL (Z14-901) EPS15 ETCH PRIMER:BLACK,BLACK,546,600,0,0.91,13.51416921,0.871,579.215,665,12.67550668,0,12.2979,11.0404,7341.87,-6.083333333
36529, 7/07/2016, 7/07/2016, 7/11/2016,BE/213/36529,39-98921,CT-FDE:YELLOW LIFTKET @,MTO TINT-YELLOW LIFTKET,25.57,24,-0.68,1.05,28.56717561,0.998,24.95,25,23.23151253,0,29.9955,23.185,579.63,2.424716465
36530, 7/07/2016, 7/07/2016, 7/11/2016,AR/213/36530,39-99936,CT-FDE:BROWN DONZA @,MTO TINT-BROWN DONZA,24.795,24,-0.705,1.02,26.32078323,0.947,23.675,25,19.81724191,0,26.8472,18.7669,469.17,4.517039726
